labID,experiment_number,q1est1,q1conf1,q1est2,q1conf2,q2est1,q2conf1,q2est2,q2conf2,q3est1,q3conf1,q3est2,q3conf2,q4est1,q4conf1,q4est2,q4conf2,q5est1,q5conf1,q5est2,q5conf2,q6est1,q6conf1,q6est2,q6conf2,q7est1,q7conf1,q7est2,q7conf2,q8est1,q8conf1,q8est2,q8conf2,q9est1,q9conf1,q9est2,q9conf2,q10est1,q10conf1,q10est2,q10conf2,q11est1,q11conf1,q11est2,q11conf2,q12est1,q12conf1,q12est2,q12conf2,q13est1,q13conf1,q13est2,q13conf2,q14est1,q14conf1,q14est2,q14conf2,q15est1,q15conf1,q15est2,q15conf2,q16est1,q16conf1,q16est2,q16conf2
34735,6,6500,0,1,1,25,2,48,5,600,0,5850,1,5000000,3,7,4,90000,0,25000,3,17000,2,35000,2,60,1,55,4,260,2,340,3,35,2,32,4,9,3,11,4,38,1,1.2,3,28,0,22,3,,,35,4,28,4,13,5,52,5,47,4,,,54,0
29569,7,37000,0,47500,1,15,1,27,0,7000,2,6752,3,343000,0,976000,0,8640000,2,765293586,2,27000,3,33000,1,85,2,85,4,10,2,300,1,62,0,62,0,5,1,11.6,3,8,3,3.2,1,15,2,15,2,38,3,42.5,1,26.8,1,27.5,3,45,3,45,3,37,3,36,3
27488,7,300000000,2,3500000,4,10,4,13,0,5000,2,2900,3,10000000,5,2500000,4,4000000,2,2000000,2,17,2,20000,2,46,2,50,5,200,4,350,4,25,1,57,2,7,3,12,4,1.3,4,3.5,2,35,3,14,1,50,3,28,3,25,2,24,2,45,3,43,3,65,2,50,3
30338,7,15000,4,300000,2,7,3,16,4,2000,2,2250,3,2000000,4,2500000,4,30000000,2,5500000,2,35000,3,35000,3,60,2,62,4,300,4,325,3,30,3,32,4,10,4,10.2,3,3.5,4,3.65,4,17,3,18,3,9,2,9.5,5,11.5,3,9.8,4,62,4,43,4,27,3,29,5
32155,7,100000,2,300000,2,31,5,55,3,469,5,5500,3,300000000,4,20000000,4,58641534834,1,30000000,1,33000,7,33000,7,60,3,68,3,200,5,375,5,55,2,55,5,7,5,11,5,12,3,5,3,25,4,20,3,53,3,43,3,15,3,27,4,40,6,43,3,40,5,35,2
29626,7,3000000,7,4000000,5,12,5,13,5,4000,5,2000,5,2000000,4,4000000,5,300000000,4,30000000,5,35000,4,25000,2,40,5,72,5,250,4,225,4,60,4,63,6,13,5,13,2,5,1,3.5,2,8,5,8,5,3000000,5,20,5,20,5,15,5,55,5,45,2,30,5,35,2
33131,7,5000,0,5000000,0,7,2,15,2,6750,2,6750,2,500000,2,1500000,2,7420000,2,7420000,2,7000000000,5,30000,5,25,2,56,2,78,2,150,3,65,2,63,1,23,2,13.4,2,10.2,2,4.2,2,15,3,15,3,10,2,15,2,5,2,15,2,35,2,33,2,65,2,35,2
34605,7,10.5,1,4000000,6,20,3,30,5,60,2,4000,2,4000000,3,3000000,5,2000000,2,500000000,6,20000,3,350000,4,20,1,50,2,60,2,300,6,50,2,55,5,25,2,20,4,7,4,3,8,40,2,15,5,60,3,35,5,30,2,30,3,50,5,50,5,60,4,35,8
31594,7,3700000,5,3.70E+06,5,60,5,50,2,2000,4,25004,4,1.00E+07,5,4.00E+06,5,5.00E+10,5,20000,5,49348,4,15000000000,5,30000,1,30,5,500,5,300,5,30,5,60,5,15,4,15,5,15,4,3.7,5,10,5,14,5,30,4,22,5,34,7,75,4,90,5,40,4,60,5,33,6
34661,7,50000000,3,25000000,4,30,3,20,4,1500,4,2100,4,10000000,4,7000000,3,3000000,2,3000000,3,30000,4,32000,5,50,4,50,4,300,5,300,5,20,4,40,4,15,4,15,6,3,6,3.1,4,10,5,10,4,5,4,8,7,35,4,20,3,40,5,40,6,35,4,35,3
26812,8,10000000,3,4000000000,3,24,5,32,4,1000,5,1200,5,10000000,3,6000000,3,800000,5,40000,4,3000,3,30000,4,50,4,50,5,300,4,350,5,15,3,30,4,,,8,4,3,2,2.5,3,30,3,33,4,,,30,4,1,5,5,7,50,4,50,3,30,5,30,4
29838,8,300000,4,6050000,3,20,4,22,4,6000,2,1300,2,100000,3,5000000,1,100000,4,25000,2,30000,3,34000,3,40,3,,,1000,2,300,2,20,1,23,2,,,9,1,10,5,2.4,1,22,2,31,1,,,42,2,18,3,21,2,33,2,45,2,80,3,40,3
34148,8,1800000,5,2500000,5,20,5,30,5,2000,2,5000,2,2000000,5,5000000,5,10000,2,25000,3,35000,4,,,65,4,72,3,400,2,350,3,33,2,33,3,,,10,4,2,1,2.5,5,20,2,33,2,,,40,4,30,4,25,4,60,4,55,5,20,2,20,5
36430,8,5000000,6,4500000,7,45,4,30,5,1200,7,1250,7,4000000,5,5000000,7,20000,7,26000,7,40000,6,37000,5,45,5,58,5,300,6,375,7,33,5,30,7,,,9,6,10,1,2,2,13,5,28,5,,,33,5,18,7,16,6,50,5,45,6,33,7,33,7
34534,8,500000,9,6000000,2,20,4,20,5,600,3,1200,4,10000000,3,6,2,60000,9,60000,2,15000,7,10000,8,84,6,75,5,120,4,300,5,66,3,60,7,,,9,3,12,6,2.5,1,25,2,30,3,,,40,4,30,8,15,2,50,2,50,2,70,6,70,8
29642,8,900000,2,4000000,2,120,2,30,2,900,1,1200,3,2000000,2,6000000,3,300000000,1,30000,3,20000,1,30000,3,30,2,70,2,100,2,350,3,30,2,28,3,,,8,2,2.5,2,2.5,3,20,2,30,2,,,43,3,20,2,18,2,50,5,50,4,50,2,40,2
34766,8,0.7,1,300000,1,30,2,30,5,1600,5,1600,6,5000000,5,5000000,5,80000,5,80000,5,40000,5,40000,5,80,5,80,5,250,5,300,6,15,5,15,5,,,8,5,0.012,5,2.5,5,20,5,20,5,,,30,6,25,5,25,4,50,5,50,7,50,5,40,6
34630,8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
31185,8,3500,5,5000000,4,75,4,25,7,1200,3,1500,5,40000000,4,200000000,3,24850,7,24850,6,1200,5,35000,3,42.5,7,42.5,7,300,6,350,4,15,4,18,6,,,8,5,2.3,1,2.3,2,8,5,10,3,,,45,6,70,3,18,3,50,4,50,5,35,2,35,6
27391,8,10000,1,3000000,5,40,5,35,5,600,5,5280,5,20000000,5,6000000,2,3000000,5,25000,5,35000,3,37000,7,72,4,75,4,150,5,300,5,30,7,30,5,,,8,3,1.5,1,2.4,2,30,5,30,5,,,35,5,15,2,20,3,50,3,48,5,40,5,40,4
31804,8,16000,0,700000,2,24,2,24,3,1087,4,1190,5,4000000,4,600000,2,35000,0,25000,5,45000,7,40500,6,60,5,72,7,161,2,250,8,40,5,35,6,,,8,7,0,5,2.3,3,29,4,30,2,,,60,9,35,5,20,5,40,7,40,7,40,4,38,7
32190,9,150000000,3,30000000,3,13,3,50,3,1400,3,1500,3,1100000,3,6000000,3,30000,3,30000,3,46000,3,46000,3,60,3,63,3,220,3,240,3,30,3,25,3,7,3,7,3,0.25,3,0.25,3,10,3,12,3,15,3,15,3,20,3,18,3,50,3,50,3,40,3,40,3
34693,9,70000000,3,50000000,7,45,6,45,8,1000,2,2500,3,9000000,6,8000000,7,50000,5,45000,6,46000,9,46500,9,48,3,65,3,120,4,310,4,20,5,17,6,7,3,8,2,3,7,3.1,8,22,6,20,5,25,3,20,5,24,3,21,4,50,3,50,1,75,4,70,7
34681,9,5000000,5,5000000,3,10000,1,40,2,2000,3,2000,6,10000000,3,7000000,1,26000,5,30000,7,40000,3,45000,4,72,7,72,6,800,4,500,4,15,8,15,8,5,8,8,3,1.8,5,1.8,9,8,4,15,3,20,6,20,8,10,4,15,6,50,7,50,9,50,3,35,8
34712,9,40000000,7,6000000,7,15,4,45,7,1800,5,3000,7,2000000,7,7,7,20000,5,80000,7,35000,4,46000,7,60,7,72,6,300,5,350,8,10,5,15,5,4,5,7,6,11,4,1.8,7,15,3,15,5,20,8,20,7,15,3,18,8,40,3,45,5,50,3,55,6
30029,9,39000,4,45000,1,60,1,3,3,3000,2,3000,5,8000000,4,10000000,4,20000,8,25000,8,4000,2,46000,3,10,1,60,3,300,3,300,3,15,2,15,4,10,3,8,1,3,1,1.8,1,250000,5,15,1,18,3,19,1,15,5,17,3,30,2,45,5,75,5,50,5
34776,9,3000000,3,10000000,5,100,3,60,8,2200,3,5280,7,4000000,4,7000000,2,1000000000,2,80000000,5,40000,3,46000,1,84,4,72,1,200,3,325,2,30,3,20,5,10,4,8,0,2,3,0.08,7,15,3,15,2,20,3,20,0,15,3,20,2,50,2,50,2,30,3,30,6
34308,9,10000,4,12000000,3,15,3,44,3,2000,3,2100,2,3000000,4,7000000,2,300000,3,50000,3,50000,4,46000,1,65,3,72,3,240,4,325,4,30,3,20,1,9,2,8,0,8,4,2,4,10,3,15,2,20,4,20,0,15,3,18,2,0.27,3,50,1,80,4,45,5
34588,9,100000,1,25000000,4,12,5,30,5,,,1900,3,1000000,3,8000000,2,12000,3,30000,3,15000,5,46000,4,50,2,60,2,90,4,300,2,30,3,0.2,5,3000,2,8,2,15,2,2.3,3,15,3,16,5,25,4,22,4,35,4,18,4,25,5,45,2,50,4,50,4
20720,9,250000,2,10000000,5,42,2,45,3,32000,4,3500,5,25000000,3,7,2,18000000,3,55000,5,42000,2,46000,3,62,3,68,4,325,5,325,4,40,3,17,4,8,4,8,2,1.2,8,1.7,4,15,4,15,3,30,4,20,1,20,3,20,4,50,5,50,2,50,2,45,5
30973,9,900000,1,6000000,2,13,1,43,1,50000,2,3500,2,3000000,2,7000000,2,8000000000,1,50000,2,30000,1,46000,1,72,3,70,3,1000,1,320,3,30,1,20,4,8,2,8,1,10,0,1.7,3,13,1,13,3,20,2,20,0,25,2,20,2,50,4,50,1,25,2,40,3
34490,10,80000,1,60000000,1,10,2,14,3,,,1400,3,20000000000,1,560000000,2,,,300000,2,26000,1,29000,2,420,1,72,4,79,2,252,6,32,2,15,8,3.5,2,11.5,1,17,0,2.6,3,18,2,18,4,68,3,37,3,22,2,11,3,14,2,48,3,6,2,38,3
32284,10,3500000,3,4300000,5,15,3,23,2,,,1750,3,1500000,2,5750000,4,,,165000,7,30000,2,45000,5,60,3,61,7,250,5,240,7,20,8,15,8,15,5,13,6,2.57,6,2.39,7,22,7,26,7,40,6,38,7,20,6,13.5,6,52,6,53,7,68,4,42,3
32276,10,100,7,6000000,2,60,3,20,5,,,200,3,6000000,0,5000000,0,,,6000,0,7000000000,0,30000,4,330,0,50,4,150,4,250,9,30,1,15,3,15,5,12,0,10,2,4,0,10,5,6,3,30,6,35,4,45,3,12,7,20,1,60,4,20,1,25,2
25492,10,3000000,2,3000000,3,40,2,16,3,,,1500,2,8500000,2,6500000,1,,,300000,4,42,2,3000,4,60,3,60,2,160,2,250,1,28,2,15,0,15,2,15,0,25,2,2.5,2,30,2,20,2,40,2,35,3,20,2,12,3,30,2,45,2,35,2,34,1
711124,10,500000,3,2500000,3,22,5,18,4,,,656,4,3000000,0,7000000,2,,,200000,3,25000,4,35000,3,60,4,60,3,100,3,250,0,20,2,15,1,20,4,13,1,5,5,3,5,33,3,28,3,55,5,34,2,15,4,13,1,35,5,45,4,37,5,,
30095,10,3500000,5,5000000,4,14,4,14.5,4,,,1600,4,6000000,5,5500000,4,,,38000,5,43000,5,44500,5,53,4,47,3,250,4,260,4,18,4,14.5,4,17,5,13,4,3,6,,,10,4,18,4,50,4,50,5,13,4,12.5,5,53,4,53,4,20,4,22,4
711126,10,6000000,3,5800000,7,100,1,100,1,,,2200,4,4500000,2,6000000,3,,,150000,2,42000,5,45000,3,36,2,66,4,200,3,330,6,15,9,15,2,0.1,4,11,4,0.01,6,1.6,4,25,3,30,3,50,4,30,3,15,3,12,3,50,5,47,3,25,5,28,4
711125,10,225000,6,4700000,5,30,4,40,5,,,2700,8,1500000,4,4100000,6,,,30000,5,18000,2,44000,7,50,6,48,7,100,4,250,2,15,5,15,1,8.5,4,10.256,4,0.1,4,2.01,4,10,4,15,6,25,5,30,8,17,4,11,7,45,5,52,6,27,4,32,5
29472,11,5000000,5,10000000,3,11,7,20,6,1000,5,1800,2,45000000,5,15000000,2,5280,7,15000,1,50000,6,50000,4,30,7,60,4,262,7,200,3,25,6,20,4,5,7,7,3,3,5,2,5,20,5,15,4,10,3,15,4,25,6,20,5,55,5,50,3,70,5,35,2
32871,11,100000,1,13500000,3,20,1,70,3,2700,5,2300,2,650000,3,15000000,1,18000,2,27000,4,30000,2,45000,2,36,2,48,2,200,1,200,2,33,2,17,1,10,3,8,1,14,2,2.5,2,20,3,12,2,10,2,22,1,40,3,23,0,30,4,50,2,55,3,35,2
34760,11,95000,0,13000000,0,17,0,40,0,600,4,2200,1,150000000,2,15000000,1,30000,0,35000,1,30000,1,50000,2,65,1,60,0,400,2,200,0,15,1,17,1,5,1,7,0,4,1,2,1,57,2,12,0,40,2,20,2,62,1,20,0,55,2,50,2,33,4,35,2
33176,11,9000000,5,12500000,5,32,7,45,3,2100,5,2150,5,15000000,7,14500000,5,18000,5,38000,4,45000,4,49000,3,60,5,65,5,140,6,190,6,30,3,20,5,7,6,6.5,7,3.4,3,2.4,5,25,3,12,6,1000000,3,20,5,35,5,20,4,45,5,50,6,15,4,30,6
6787,11,426000,1,12500000,5,45,5,70,6,1500,3,2200,0,5000000,5,5000000,6,380000000,1,36000,5,1,0,45000,5,50,3,80,5,100,1,150,5,15,2,15,5,15,6,7,5,2,4,2,1,10,6,10,5,20,5,20,5,20,5,20,2,48,8,50,0,40,5,35,0
27844,11,7000,3,14000000,5,35,1,55,5,10000,3,2100,3,2000000,1,14000000,4,900000,1,40000,6,40000,2,45,6,48,4,50,4,150,2,210,4,16,5,16,4,15,4,7,1,200,1,2,5,18,4,17,5,25,4,20,4,8,3,12,6,50,3,50,1,30,5,30,5
31444,11,10000000,2,11000000,4,20,2,70,3,425,3,2250,1,300000,1,13000000,4,400000,0,40000,4,50000,1,50000,3,45,2,60,4,100,3,200,3,20,2,20,4,7,5,8,4,2,1,2,4,10,2,10,4,8,2,20,3,28,3,18,4,55,3,50,2,78,3,45,3
34803,11,40000,3,9000000,3,7.5,3,40,2,5500,5,4500,5,10000000,3,12000000,4,5000,3,22000,4,25000,2,50001,3,48,4,50,3,150,4,150,4,50,4,17,3,16,5,9,3,10,2,1.8,3,16,3,14,3,25,3,21,4,15,4,15,3,50,4,49,3,40,4,38,4
34626,11,20000000,2,13000000,2,90,3,75,2,1800,5,2250,3,20000000,4,15000000,5,10000,2,30000,5,60000,2,50000,3,75,3,56,2,120,2,175,5,30,7,17,8,15,3,8,5,7,0,2.3,2,5,5,15,4,15,5,20,5,20,6,20,6,50,2,50,2,45,2,40,5
26648,11,750000,0,13000000,2,15,0,60,0,1000,3,2200,3,2000000,0,5000000,2,12500,0,28000,0,45000,0,45000,3,72,2,72,0,200,2,200,2,25,0,20,0,14,2,6,2,2,0,2,2,10,0,10,0,35,2,30,2,25,0,20,0,52,3,52,2,50,3,45,3
25636,12,100000000,2,100000000,3,,,30,3,4000,3,1600,3,,,6500000,4,40000,3,30000,3,8000,2,15000,4,75,5,76,4,200,4,200,4,20,5,20,5,8,2,7,4,11,1,0.032,2,15,4,15,5,6,2,15,4,15,2,15,3,30,3,50,3,12,2,27,4
34799,12,2000000,4,5000000,6,,,15,4,1200,5,1100,4,,,7000000,4,5000,2,10000,2,37000,4,40000,5,200,3,84,3,200,4,225,3,18,4,15,4,12,1,12,2,6,3,7,4,30000000,4,15,6,15,3,17,6,11,3,11,5,50,7,0.45,5,45,3,33,8
34785,12,9000000,2,9000000,4,,,30,2,3000,2,3000,3,,,6500000,3,100000,2,100000,3,60000,2,30000,2,40,2,55,3,250,2,200,2,30,2,20,4,10,2,10,3,5,1,0.03,1,15,2,15,3,30,2,20,3,15,2,10,3,50,2,0.5,3,30,2,30,3
29942,12,70000,0,80000000,2,,,45,2,300,2,1500,3,,,6.5,3,20000,2,22000,3,10000,1,16000,3,70,5,73,5,278,3,207,3,19,2,25,3,4,2,7,3,12,0,0.032,3,17,3,12,4,15,3,9,5,18,4,15,3,14,3,0.5,2,20,3,25,3
34806,12,1500000,2,7500000,3,,,,,250,5,4000,4,,,,,1900000,1,50000,2,20000,5,20000,5,36,5,60,5,250,5,230,5,40,5,35,5,15,5,9,4,,,,,30,5,20,5,50,5,16,5,25,5,15,5,,,,,50,5,33,5
31165,12,10000,2,5000000,3,,,35,3,700,4,1700,4,,,7000000,4,17000,3,3000,2,50000,3,35000,4,38,4,38,4,150,3,170,3,20,4,,,2.5,3,4.5,3,5,3,0.07,3,25,4,8,4,15,2,13,3,12,2,11,2,25,3,0.25,3,68,3,25,4
32864,12,1000000,5,5000000,5,,,30,5,1000,2,1500,5,,,5000000,5,30000,5,30000,5,40000,5,20000,5,46,5,72,5,200,5,200,5,25,5,22,5,15,5,7,5,0.03,5,0.03,5,25,5,15,5,65,5,25,5,20,5,18,5,0.5,5,0.5,5,20,5,25,5
34797,12,70,5,80000000,3,,,35,4,400,2,1500,2,,,6000000,4,60000,1,40000,4,60000,3,25000,4,68,6,70,4,450,4,200,3,33,3,33,3,12,3,7,2,3.4,3,3,3,15,3,12,4,30,4,18,4,8,4,15,3,60,3,0.5,2,30,4,33,2
32490,12,450000,1,4700000,4,,,100,4,1000,2,2000,4,,,7000000,3,1500000,5,20000,4,40000,4,25000,3,90,3,70,2,200,4,180,2,45,4,40,3,20,4,9,4,10,4,0.03,1,20,4,9,4,20,5,12,3,10,4,10,5,60,4,0.5,2,50,5,20,5
26503,12,8000000000,4,9000000,4,,,45,4,2000,3,2000,6,,,3000000,4,20000000,4,30000,3,20000,7,18000,6,62,4,62,5,200,4,200,5,30,5,40,7,7,5,4,7,3,5,3,6,5,8,5,7,8,7,8,7,10,4,10,6,50,4,50,4,30,4,30,7
34860,12,,,,,,,45,5,,,,,,,7000000,5,,,,,,,,,,,,,,,,,,,,,,,,,10,3,2,5,,,,,,,,,,,,,50,5,0.5,5,,,,
33281,15,30000,2,7000000,5,15,4,35,2,800,2,1550,3,250000,2,3800000,4,60000,1,40000,2,35000,3,35000,4,36,2,36,2,130,2,190,2,30,2,30,2,5,2,8,3,6.5,1,3.5,2,8,5,8,5,40,2,35,2,20,3,28,2,0.5,5,0.5,4,40,3,45,3
34460,15,12000,2,7200,8,24,4,24,6,9000,2,1500,3,3600000,6,3600000,7,12000,6,27000,6,42000,6,29000,4,80,6,83,7,210,7,210,7,45,5,33,6,23,8,14,4,16,0,2.8,3,8,7,18,5,52,4,30,4,25,7,25,8,55,4,60,8,63,5,38,6
34584,15,300000,3,550000,4,60,1,40,1,1200,4,1600,3,200000,2,4000000,5,50000,2,32000,2,30000,4,25000,3,60,5,60,5,120,4,180,5,0.2,4,23,5,0.1,3,9,4,2,1,0.025,5,0.2,4,0.16,4,0.3,3,28,5,35,4,30,6,30,2,40,3,55,5,45,2
30377,15,500000,2,13000000,2,11,2,48,2,1200,1,1400,3,650000,3,1200000,2,1000,2,75000,2,75000,4,45000,3,35,2,44,2,140,1,165,1,35,1,35,2,7,2,7,3,2.2,1,2.4,1,20,1,18,3,30,1,30,4,35,2,35,3,55,5,53,4,40,2,40,3
28729,15,4000000,4,9000000,4,10,3,35,4,5000,2,2200,5,10000000,2,3800000,3,180000,3,50000,3,65000,3,45000,3,65,4,60,4,70,2,176,3,20,1,32,4,10,2,8,5,0.2,2,2.8,4,30,4,30,6,15,1,22,3,20,3,28,5,50,5,46.5,3,40,3,50,4
33804,15,15000,4,200000,5,9,4,50,4,850,4,2000,6,1500000,4,4500000,5,4000,3,31000,4,25000,5,30000,6,48,5,60,6,70,4,170,5,25,4,25,5,20,4,18,5,1.6,3,2.4,5,15,4,17,5,30,4,30,5,35,4,35,5,60,5,45,6,45,3,45,6
33552,15,3500,4,7000000,6,25,5,25,5,950,4,2500,5,1200000,7,2500000,7,24000,7,32000,7,20000,5,32000,4,85,7,62,6,120,5,185,5,30,5,28,6,8,7,9,7,2.5,6,2.3,7,15,4,15,6,15,5,21,5,55,6,32,6,35,5,43,6,40,6,42,5
27105,15,200000000,2,10000000,5,90,4,20,4,2000,3,2000,6,5000000,6,4000000,5,25000,6,32000,5,3000000,1,25000,4,102,5,55,3,150,2,190,5,35,4,23,4,10,3,7,6,0.02,4,2.5,3,15,3,15,3,10,4,33,4,15,6,22,5,50,2,52,0,45,2,35,4
25031,15,1600000,6,5500000,5,9,6,24,5,1500,4,1500,5,3000000,4,4500000,3,32000,7,32999,6,35000,4,34000,3,65,4,65,5,200,4,200,5,18,4,22,5,11,4,10,3,3,6,3.25,5,24,6,17.5,5,35,8,34,6,50,4,27,3,35,4,38,5,70,5,60,6
31470,16,80000,2,25000000,6,14,4,35,5,500,3,6000,6,30000000,3,10000000,2,24000,5,24000,5,25000,4,35000,5,86,6,80,7,300,5,200,4,10,5,25,8,6,6,10,4,7,2,4,4,25,4,28,5,3000000,4,50,6,40,3,30,5,35,3,40,7,45,4,45,8
29819,16,1300000,3,9000000,5,15,6,13,4,50000,3,5280,4,10000000,6,10000000,5,24200,7,24200,1,40000,5,40000,3,48,4,54,4,130,5,200,1,40,3,27,3,12,5,12,3,7,3,5,3,15,5,15,6,35,5,35,5,30,4,25,4,50,4,42,3,75,4,60,5
31227,16,300000,4,3000000,4,63,6,14,4,900,3,3000,3,3000000,4,9000000,5,42000,6,24000,3,20000,4,36000,4,48,5,58,3,300,6,207,2,30,6,25,5,13,4,14,4,3,2,5,3,17,4,17,4,21,5,23,4,25,4,19,4,40,5,43,5,55,5,55,4
33798,16,50000,2,50000,4,12,4,15,5,900,3,960,6,25000,3,8000000,4,1500000,2,24200,4,40000,3,42000,5,50,3,56,6,150,4,190,6,18,6,23,8,14,5,13,5,24,2,4,2,10,4,14,6,14,5,40,4,10,3,15,5,33.3,4,40,3,25,4,40,6
34295,16,60000,2,25000000,2,30,3,32,4,50000,2,3500,2,2000000,2,9000000,2,250000000,2,24000,2,35000,3,40,1,75,3,60,1,110,3,200,0,17,3,25,2,16,4,12,1,0.8,2,5,1,10,3,20,3,20,2,25,4,30,3,30,2,48,4,43,3,25,3,55,3
34692,16,15000000,4,7000000,5,15,3,20,3,1500,3,1350,4,5000000,3,9000000,3,36000,3,24000,4,60000,3,40000,3,60,3,60,4,150,3,200,1,20,3,25,3,10,4,10,5,4,3,5,3,25,3,35,5,20,3,30,3,10,3,10,4,50,3,50,5,20,4,30,6
31819,16,10000,3,2400000,3,10,4,10,3,600,4,5760,1,10000000,2,8000000,2,45000,3,24000,1,55000,3,40,0,45,4,50,4,200,3,200,0,35,4,30,1,10,3,12,1,5,2,5,1,60,5,50,3,30,5,40,3,25,5,40,3,40,2,40,0,70,4,60,3
28232,16,9000000,5,9000000,5,9,5,12,3,1000,3,3000,4,10000000,3,10000000,3,19000,6,22000,3,18000,2,35000,2,48,2,60,1,130,3,200,0,20,3,25,2,12,2,12,1,7,1,4,6,10,3,25,3,45,2,35,4,20,3,22,3,50,2,50,6,45,3,65,2
34689,16,8000000,1,20000000,3,22,5,25,4,3500,3,3500,5,6000000,5,8500000,4,19000,2,23500,2,45000,5,40000,2,55,6,53,4,150,4,200,1,20,5,26,3,12,5,12,3,3,1,5,3,40,5,25,3,40,4,40,4,15,6,22,4,35,4,40,2,70,5,65,6
34365,22,9500,3,150000,4,66,5,55,7,400,4,2200,4,4000000,5,7500000,5,800000,4,25000,5,40000,3,40000,5,50,6,48,7,115,3,380,5,45,5,45,8,9,4,9,4,9,4,3,4,9,5,9,7,40,5,40,5,30,5,25,5,45,5,45,5,35,5,37,5
29755,22,1250000,1,7257777,2,16,1,50,2,500,2,2655,2,4555555,2,5755777,2,18000,2,23399,2,25000,2,31877,3,70,3,70,2,180,2,450,2,20,2,33,2,8,2,8,4,3,2,1.89,3,19,2,19,3,18,2,26,2,36,2,33,3,37,3,39,4,22,3,33,5
23189,22,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
33132,22,50000,2,50000,2,20,2,25,2,150,2,2200,2,3000000,2,5000000,2,400,2,23000,2,45000,2,45000,2,60,2,75,2,600,2,400,2,65,2,40,2,30,2,10,2,2.5,2,2.5,2,15,2,15,2,20,2,20,3,35,2,30,2,35,2,35,2,25,2,35,2
